layer,beta,n,midpoint_cos_mean,midpoint_cos_std,arc_mid_deviation_mean,arc_mid_deviation_std,arc_ratio_mean,arc_ratio_std,cka_base_vs_ft_mean,cka_base_vs_ft_std,cka_base_vs_mixed_mean,cka_base_vs_mixed_std,cka_ft_vs_mixed_mean,cka_ft_vs_mixed_std
23,0.75,270,0.8013165509259259,0.04119739650882135,0.20842918113425926,0.04697960312868835,0.5538990162037037,0.07930861535699496,0.5177879050925925,0.07133050953644275,0.8069155092592593,0.060650702011008535,0.6328703703703704,0.05521480280405745
24,0.25,270,0.6884837962962963,0.07226909482178882,0.32304325810185186,0.03820639358085257,0.5921585648148148,0.1098015268658773,0.5177879050925925,0.07133050953644275,0.6469907407407407,0.06179843649395296,0.4388093171296296,0.06168514295250999
24,0.5,270,0.8207609953703704,0.03839081126225156,0.19333043981481482,0.040904675696954766,0.43209635416666664,0.07037900942296285,0.5177879050925925,0.07133050953644275,0.8690972222222222,0.04429601680233189,0.6158058449074074,0.055214050788348214
24,0.75,270,0.8091001157407407,0.03938557295751155,0.2087944878472222,0.046634917951448564,0.5582103587962963,0.07981450406569911,0.5177879050925925,0.07133050953644275,0.8037326388888889,0.062486374865154244,0.6518446180555556,0.053498483789740876
25,0.25,270,0.677857349537037,0.076464922705472,0.3329246238425926,0.04055772915219557,0.6145471643518519,0.11306262666097266,0.5177879050925925,0.07133050953644275,0.6191333912037037,0.062485417259467234,0.44069733796296295,0.06296961132178876
25,0.5,270,0.8301938657407407,0.036553743401608434,0.194189453125,0.040848116588230295,0.43838975694444443,0.07016958440005057,0.5177879050925925,0.07133050953644275,0.8501157407407407,0.049214020800732325,0.6597294560185185,0.05465443509550079
25,0.75,270,0.8197627314814815,0.03769949276668584,0.2099066840277778,0.04770739524051049,0.5668402777777778,0.07948582138585514,0.5177879050925925,0.07133050953644275,0.7835214120370371,0.06362632902183141,0.7059895833333333,0.050186149793308404
26,0.25,270,0.6936559606481482,0.07146555418415418,0.32159288194444446,0.040209657789636845,0.6185980902777778,0.10885955077961985,0.5177879050925925,0.07133050953644275,0.5976417824074074,0.06122238184526944,0.4717954282407407,0.06748600398426934
26,0.5,270,0.8383969907407407,0.03618836286273668,0.17737991898148148,0.034818630550493605,0.46508969907407405,0.0667878764098738,0.5177879050925925,0.07133050953644275,0.7986111111111112,0.05798130281960686,0.7654369212962963,0.04625504754220384
26,0.75,270,0.8321180555555555,0.03588798252531973,0.20852864583333333,0.0538602131757843,0.5979166666666667,0.07620796124081448,0.5177879050925925,0.07133050953644275,0.7235243055555556,0.0672715053180653,0.8176938657407408,0.03385054648359109
27,0.25,270,0.8882523148148148,0.020342505306133223,0.261595775462963,0.03397226031225901,0.2748119212962963,0.04034791817859949,0.5177879050925925,0.07133050953644275,0.9054832175925925,0.029639295484886023,0.7552662037037037,0.046757468681337774
27,0.5,270,0.886472800925926,0.02515856114749913,0.14363606770833334,0.02969931651740753,0.4895833333333333,0.059604040903154826,0.5177879050925925,0.07133050953644275,0.7291811342592592,0.06062530527427365,0.9101996527777778,0.024045648121863997
27,0.75,270,0.8480758101851852,0.03500149612473383,0.2269603587962963,0.06340739156499013,0.6577835648148148,0.0648616948205983,0.5177879050925925,0.07133050953644275,0.5870442708333333,0.06971298514582477,0.960474537037037,0.012629106229226644
