Method,Merge Type,Last Token Only,Midpoint Cos (↑),"Arc Mid Dev (rad, ↓)","Arc Ratio (≈0.5, ↑center)",CKA Base–FT (↑),CKA Base–Mixed (↑),CKA FT–Mixed (↑)
RegMean,Latent,False,0.7834,0.2117,0.4806,0.5178,0.8268,0.5922
