Method,Merge Type,Last Token Only,Midpoint Cos (↑),"Arc Mid Dev (rad, ↓)","Arc Ratio (≈0.5, ↑center)",CKA Base–FT (↑),CKA Base–Mixed (↑),CKA FT–Mixed (↑)
LERP,Latent,False,0.7738,0.2328,0.4562,0.5178,0.8252,0.5545
