Method,Merge Type,Last Token Only,Midpoint Cos (↑),"Arc Mid Dev (rad, ↓)","Arc Ratio (≈0.5, ↑center)",CKA Base–FT (↑),CKA Base–Mixed (↑),CKA FT–Mixed (↑)
SLERP,Latent,False,0.8042,0.2312,0.3764,0.5178,0.8946,0.5672
